serial_number,order_id,customer_id,customer_name,Gender,email,phone_number,address,product_id,product_name,product_category,supplier_id,supplier_name,supplier_phone,supplier_email,inventory_id,location,stock_quantity,quantity,unit_price,order_date,order_status,remaining_stock
1625,637,212,Mark Long,Other,wallspatricia@yahoo.com,5097545105,"5016 Gonzalez Pines, South David, AL 20899",107,For Will,Garden,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,107,Store 2,46,3,139.81,2025-09-18,Delivered,46
1626,290,379,Brian Young,Female,gregory30@hotmail.com,(153)701-2424x46263,"44881 Tonya Well Apt. 031, Tammyville, NV 44741",45,Fund Political,Garden,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,45,Warehouse B,227,1,256.3,2025-06-19,Delivered,227
1627,684,204,Matthew Ray,Male,jcarter@gmail.com,305.912.6620,"01859 Booker Road Suite 301, South Tracy, PA 23109",248,Writer Become,Toys,4,Cohen Inc,056.413.9537,pwilkerson@thomas-taylor.net,248,Warehouse B,3,2,470.83,2025-10-21,Delivered,3
1628,133,274,Danielle Smith,Female,masonlacey@moore.com,304.166.2411,"08921 Lee Rest Suite 568, West Joshuaborough, KS 86490",89,Difference Clear,Home,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,89,Warehouse A,462,3,426.41,2025-05-24,Delivered,462
1629,205,375,Melissa Johnson,Male,heatherpatrick@yahoo.com,446.634.5337x22010,"17221 Townsend Spurs, Bethfort, MT 16572",81,Tv Reduce,Electronics,26,Robinson-Graham,6562729806,millerroy@white-green.com,81,Store 2,466,1,86.5,2025-10-09,Shipped,466
1630,621,302,Eric Miranda,Male,cohensara@gmail.com,001-252-362-2925,"USCGC Valdez, FPO AA 95720",252,Your Single,Toys,37,George Group,001-594-013-9904x9027,lmoon@graham.info,252,Store 1,148,2,47.16,2025-06-28,Delivered,148
1631,104,161,Nancy Wallace,Other,csmith@hotmail.com,349.605.0166,"76789 Hall Circle Apt. 695, West Patriciachester, NJ 15828",213,Strong Single,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,213,Store 1,179,3,57.24,2025-06-28,Delivered,179
1632,506,61,Michael Mccoy,Female,qstanley@hotmail.com,992-618-9141x173,"356 Martin Plaza Suite 375, North Alexander, DE 75756",156,Will Bank,Clothing,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,156,Store 1,66,2,77.94,2025-05-22,Shipped,66
1633,241,114,Linda Wilkins,Other,dnewman@gmail.com,290.227.8469,"54946 Mooney Prairie, New Valeriefurt, DC 39060",108,Group Have,Clothing,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,108,Store 1,7,1,360.22,2025-06-21,Pending,7
1634,571,34,Kathleen Cohen,Male,fburns@hotmail.com,3404384279,"819 Joseph Plains Suite 807, South Curtis, SD 98981",25,Build Skill,Clothing,41,Campbell LLC,001-972-787-5588,ugibson@pollard.org,25,Store 1,64,3,343.88,2025-07-04,Delivered,64
1635,19,253,Kelli Hart,Other,jeffreylowe@gmail.com,407-931-1029x1813,"87601 Sullivan Ferry Apt. 849, Villarrealville, FL 83888",184,Decade Consumer,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,184,Warehouse A,50,2,245.39,2025-05-21,Delivered,50
1636,268,182,Cheryl Gray,Male,carol30@hotmail.com,001-384-253-0428,"Unit 7317 Box 9128, DPO AA 98976",183,Child Establish,Clothing,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,183,Store 2,232,2,246.67,2025-07-22,Delivered,232
1637,694,96,Robert Davis,Female,jessicacummings@yahoo.com,(791)940-9610,"PSC 5566, Box 1390, APO AP 83363",82,Yeah Social,Beauty,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,82,Store 1,426,1,136.28,2025-08-21,Delivered,426
1638,179,24,Renee Browning,Male,warrenjohn@fox.biz,567-933-4101,"700 Christopher Vista Suite 591, East Jasonshire, KY 06603",258,Couple Difficult,Home,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,258,Store 2,36,1,474.06,2025-08-31,Shipped,36
1639,33,266,Brittany Farmer,Other,benjaminvictoria@gordon.biz,+1-180-978-8754,"53537 Goodman Crescent Apt. 765, West Annland, MN 86134",33,Short Step,Toys,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,33,Store 2,173,1,374.77,2025-07-26,Delivered,173
1640,346,44,Matthew Anderson,Female,melissa65@yahoo.com,431.329.1212x775,"74741 Eric Spur Suite 903, Eddiebury, MO 67801",221,Board Talk,Beauty,37,George Group,001-594-013-9904x9027,lmoon@graham.info,221,Store 1,471,1,171.52,2025-06-11,Delivered,471
1641,117,366,Ann Moon,Female,wrightalicia@chavez-carter.biz,236-428-1319x092,"2303 Carlos Courts Suite 281, Transtad, HI 20518",117,Growth Coach,Garden,24,Manning Group,434.873.4714x345,patricia12@hall.com,117,Warehouse B,468,1,217.74,2025-06-04,Shipped,468
1642,124,116,Shannon English,Other,shawncoleman@yahoo.com,(532)690-9738x4689,"751 Nixon Common, Lake Jessica, WV 37125",288,Kid Color,Grocery,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,288,Warehouse A,389,2,209.56,2025-10-25,Shipped,389
1643,230,380,Ralph Chan,Other,olsonchristina@gmail.com,(152)638-4091x122,"5056 Garcia Passage, Lewisborough, SC 63864",250,Tax Care,Grocery,26,Robinson-Graham,6562729806,millerroy@white-green.com,250,Warehouse B,392,3,41.67,2025-06-14,Delivered,392
1644,265,92,Michael Howard,Other,rachel77@phillips.com,+1-557-498-2182,"570 Gross Brook Suite 935, Lake Tammyfurt, NC 90052",175,Mrs Property,Beauty,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,175,Store 2,433,3,348.51,2025-06-11,Delivered,433
1645,364,232,Benjamin Sullivan,Other,hsavage@gmail.com,+1-420-165-4235x67782,"Unit 6596 Box 0893, DPO AE 95229",24,Know Never,Toys,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,24,Warehouse A,253,2,494.81,2025-08-04,Shipped,253
1646,571,34,Kathleen Cohen,Male,fburns@hotmail.com,3404384279,"819 Joseph Plains Suite 807, South Curtis, SD 98981",137,Answer Discussion,Sports,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,137,Warehouse B,227,2,365.63,2025-07-04,Delivered,227
1647,155,185,Eric Ochoa,Male,janicebolton@hotmail.com,001-840-445-6690x7826,"3898 Sharp Mountain, Latoyamouth, ID 56703",264,Spend Notice,Toys,19,Lin-Rasmussen,586-850-1429x401,yreed@graham-joyce.com,264,Store 2,293,4,352.98,2025-11-08,Shipped,293
1648,619,363,Steven Knight,Other,morganclaudia@mitchell-allen.com,+1-994-853-2089x532,"89021 Pacheco Crossing Apt. 363, South Chelsea, HI 29381",54,Law Bit,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,54,Warehouse B,289,1,68.55,2025-10-05,Delivered,289
1649,52,177,John Morton,Female,john73@yahoo.com,5831997179,"65120 Brown Ridge, Joneston, AR 39156",225,Consider Among,Toys,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,225,Warehouse B,35,3,280.12,2025-08-25,Shipped,35
1650,469,197,Melissa Curtis,Female,johnjohnson@yahoo.com,+1-024-972-4399x2011,"9183 Martin Meadow Suite 488, Willischester, VA 12149",57,Real Rather,Clothing,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,57,Warehouse B,317,3,357.91,2025-08-12,Cancelled,317
1651,109,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",53,Mouth Point,Home,32,"Cooper, Barajas and Pierce",(744)431-3518x233,lhill@carlson.com,53,Store 2,271,4,489.1,2025-07-11,Delivered,271
1652,576,203,Maurice Solis,Male,kyle14@berry.com,001-605-233-0276x420,"7566 Allison Haven Suite 386, East Marcusshire, AR 93508",22,Evidence Area,Home,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,22,Store 2,361,2,306.52,2025-09-19,Pending,361
1653,520,369,James Marquez,Female,stevenperry@gmail.com,214.505.7661,"870 Jones Isle Apt. 482, North Dustinside, AR 03736",54,Law Bit,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,54,Warehouse B,289,4,68.55,2025-08-04,Shipped,289
1654,172,106,Thomas Williams,Male,evanmitchell@hotmail.com,001-998-279-5014x556,"147 David Wall Suite 586, Lake Jason, CT 75391",61,View Drive,Clothing,38,Ortiz-Morris,256-746-8071,johnny16@bryan.info,61,Store 1,235,3,296.28,2025-10-11,Delivered,235
1655,211,219,Erika Potts,Other,rickycarr@yahoo.com,0534240891,"498 Lisa Forges Suite 439, Moorebury, VA 57373",186,Soon Song,Garden,26,Robinson-Graham,6562729806,millerroy@white-green.com,186,Store 2,220,2,421.05,2025-10-04,Delivered,220
1656,161,245,Jonathan Sloan,Other,paul79@harris.biz,(491)271-1307,"8754 Sara Corner, Ryanberg, NY 56973",150,These Relate,Toys,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,150,Warehouse B,35,3,147.02,2025-06-23,Delivered,35
1657,453,110,Susan Wallace,Male,jstein@peterson.net,521-823-0768x1040,"7018 Johnson Trace, Danielleborough, ID 25738",260,Dark Draw,Garden,6,"Dyer, Potter and Mack",146-270-4828x14893,nathanielmartin@sellers.com,260,Warehouse A,223,2,123.73,2025-09-14,Shipped,223
1658,511,86,Dr. Steve James,Female,jwelch@gmail.com,+1-569-961-1253x5544,"7598 Gutierrez Ferry Apt. 234, East Garrettville, CA 62522",51,Picture Nice,Toys,24,Manning Group,434.873.4714x345,patricia12@hall.com,51,Store 2,191,2,123.53,2025-08-17,Shipped,191
1659,158,361,Kyle Santiago,Female,leahbarker@mcdaniel.net,+1-537-982-1433,"75367 Randolph Mount Suite 249, West Davidfurt, OH 52022",187,Reality Bag,Electronics,9,Palmer LLC,+1-738-299-7376x31165,ujenkins@nunez.com,187,Warehouse B,454,4,453.93,2025-08-02,Delivered,454
1660,343,355,Larry Harrison,Other,angela73@hotmail.com,(102)908-7182x74968,"9187 Rachel Hill, North Kelly, NE 14876",71,Benefit Theory,Home,4,Cohen Inc,056.413.9537,pwilkerson@thomas-taylor.net,71,Store 1,233,4,35.0,2025-08-30,Delivered,233
1661,126,242,Laura Smith,Other,david60@hotmail.com,050.171.6445x56185,"4771 Pace Cove, East Brandontown, CT 42818",104,Rule Example,Electronics,42,Hall-Rowe,5766270289,molly71@lozano.com,104,Warehouse B,72,1,335.59,2025-06-09,Delivered,72
1662,450,321,Taylor Flores,Female,rubiodennis@hotmail.com,892.187.8519,"837 Andrews Center Suite 977, Brownburgh, OH 59282",213,Strong Single,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,213,Store 1,179,1,57.24,2025-08-01,Delivered,179
1663,7,288,Lisa Walton,Male,devinlopez@turner.com,(262)446-7046x2268,"51602 Anderson Parkways Suite 707, Hendersonton, NE 34402",126,Represent Beat,Clothing,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,126,Warehouse B,120,1,137.07,2025-06-14,Shipped,120
1664,486,21,Dalton Lucas,Other,christopher30@yahoo.com,(990)139-8373x5403,"USS Burgess, FPO AA 32298",175,Mrs Property,Beauty,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,175,Store 2,433,3,348.51,2025-05-30,Delivered,433
1665,294,394,Robert Johnson,Female,katherinemorton@hotmail.com,137-178-5090,"6184 Green Corner Apt. 998, Mitchellhaven, WI 10541",259,Space Mention,Clothing,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,259,Warehouse A,441,1,136.0,2025-10-19,Cancelled,441
1666,176,237,Leslie Johnson,Female,ujohnson@lucero.com,(334)383-6404,"091 Stephen Ranch, North Donaldview, HI 12661",44,Way Be,Toys,47,"Anderson, Browning and Murphy",(232)858-8424x74517,taylortammy@ramsey.net,44,Warehouse A,389,6,486.08,2025-11-03,Delivered,389
1667,273,333,Teresa Reynolds,Female,bensonpaul@hotmail.com,(492)693-2657,"5998 Erica Turnpike, North Andrewton, CO 41565",191,Organization Soon,Clothing,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,191,Warehouse A,373,1,230.08,2025-05-23,Shipped,373
1668,425,68,Sean Stevenson,Male,yyoung@roberts.biz,(580)043-9735x98933,"122 Nicholas Meadow, Angelaberg, OR 33926",185,Play Claim,Sports,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,185,Warehouse B,436,1,336.09,2025-07-17,Shipped,436
1669,645,281,Kevin Murphy,Other,wesley09@yahoo.com,4760440907,"Unit 7727 Box 8105, DPO AE 80837",126,Represent Beat,Clothing,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,126,Warehouse B,120,3,137.07,2025-06-07,Shipped,120
1670,156,342,Lisa George,Male,jenny25@hotmail.com,107.563.3535x7485,"325 Jean Ridge Apt. 379, Zamoramouth, CT 50851",272,Probably Table,Grocery,18,Pham-Shields,421.607.3375,lori33@keller.com,272,Warehouse A,432,3,221.69,2025-06-14,Delivered,432
1671,432,189,Jeanne Colon,Other,nwright@reynolds.org,603-248-4137,"1185 Hayes Glen, New Bradley, CA 84238",117,Growth Coach,Garden,24,Manning Group,434.873.4714x345,patricia12@hall.com,117,Warehouse B,468,1,217.74,2025-09-08,Cancelled,468
1672,142,99,Daniel Medina,Male,ana92@hale.net,4204394070,"510 Dillon Run Suite 368, West Toddside, HI 26567",220,Assume Little,Clothing,29,Hogan PLC,5865185067,hamiltonmichael@zimmerman-graham.net,220,Store 1,139,2,376.49,2025-06-12,Shipped,139
1673,424,142,Matthew Miller,Female,lmorales@figueroa.com,(353)961-3674x994,"7967 Hernandez Motorway Apt. 147, Hallberg, CT 97205",210,Phone Movement,Electronics,37,George Group,001-594-013-9904x9027,lmoon@graham.info,210,Warehouse B,295,1,176.87,2025-10-29,Shipped,295
1674,470,162,Todd Reed DDS,Male,keithlee@kim-romero.org,+1-597-246-6572x93417,"97167 Young Point, North Michaelview, TX 21289",265,Thing Single,Home,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,265,Store 2,363,3,345.26,2025-06-19,Shipped,363
1675,699,239,Jorge Hernandez,Other,roachanthony@gmail.com,124.473.1584,"8634 James Vista Suite 619, Gabrielborough, NM 57316",186,Soon Song,Garden,26,Robinson-Graham,6562729806,millerroy@white-green.com,186,Store 2,220,1,421.05,2025-06-20,Delivered,220
1676,31,156,Michael Graham,Other,alexandervanessa@hotmail.com,771.215.1342x2849,"089 Robert Club, Port Tyler, MA 03903",227,Left Leg,Beauty,47,"Anderson, Browning and Murphy",(232)858-8424x74517,taylortammy@ramsey.net,227,Warehouse B,46,3,246.85,2025-06-26,Shipped,46
1677,150,72,Jennifer Kelley,Female,jason53@whitehead-york.com,(239)431-2908,"1413 Lynn Knolls, Lake Diana, LA 81702",6,Direction Tax,Electronics,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,6,Store 2,141,5,282.82,2025-09-14,Shipped,141
1678,530,189,Jeanne Colon,Other,nwright@reynolds.org,603-248-4137,"1185 Hayes Glen, New Bradley, CA 84238",36,Fish Low,Home,4,Cohen Inc,056.413.9537,pwilkerson@thomas-taylor.net,36,Store 2,436,1,80.66,2025-10-13,Cancelled,436
1679,87,363,Steven Knight,Other,morganclaudia@mitchell-allen.com,+1-994-853-2089x532,"89021 Pacheco Crossing Apt. 363, South Chelsea, HI 29381",174,Concern Ball,Home,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,174,Store 2,31,1,73.5,2025-10-06,Shipped,31
1680,323,203,Maurice Solis,Male,kyle14@berry.com,001-605-233-0276x420,"7566 Allison Haven Suite 386, East Marcusshire, AR 93508",206,Home Theory,Home,13,Wilson-Zamora,990.916.9985,james53@foster-powers.com,206,Warehouse A,444,2,298.09,2025-08-08,Delivered,444
1681,169,281,Kevin Murphy,Other,wesley09@yahoo.com,4760440907,"Unit 7727 Box 8105, DPO AE 80837",223,Send Become,Sports,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,223,Warehouse B,92,1,399.93,2025-09-21,Shipped,92
1682,63,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",202,Perhaps Arrive,Home,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,202,Store 1,300,5,390.01,2025-09-21,Delivered,300
1683,38,298,Karen Gonzales,Female,julianeal@gmail.com,+1-464-303-9429x045,"9252 Mills Lane Suite 287, South Penny, TN 08988",78,Or Girl,Electronics,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,78,Store 2,11,1,484.65,2025-06-23,Shipped,11
1684,589,258,Alison Nicholson,Male,peter51@gmail.com,189-389-8469x0819,"005 Green Isle Apt. 238, Sandraton, NM 10057",30,Live Most,Beauty,32,"Cooper, Barajas and Pierce",(744)431-3518x233,lhill@carlson.com,30,Warehouse B,209,3,442.92,2025-08-05,Delivered,209
1685,647,221,Adam Rivas,Other,johnmiller@mays.com,1851327972,"30848 Andrew Cape Apt. 841, Thomasbury, IN 56486",267,Great Under,Clothing,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,267,Warehouse A,207,2,325.58,2025-10-29,Shipped,207
1686,303,325,Kimberly Price,Female,barnettcameron@gmail.com,(237)360-5079x181,"998 Sherman Row Apt. 452, Gallagherport, NE 53485",215,Listen When,Garden,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,215,Warehouse B,293,2,368.23,2025-06-23,Delivered,293
1687,412,45,Edwin Wilkins,Female,cranemelissa@adkins.com,003-236-5199,"13721 Martinez Mountain, East Sandrachester, VA 52274",284,Own Let,Grocery,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,284,Warehouse A,120,1,147.67,2025-09-04,Delivered,120
1688,312,212,Mark Long,Other,wallspatricia@yahoo.com,5097545105,"5016 Gonzalez Pines, South David, AL 20899",161,Against Garden,Electronics,10,Powell LLC,333-872-6247,nancyjones@garcia.com,161,Store 1,301,2,446.87,2025-08-22,Delivered,301
1689,353,266,Brittany Farmer,Other,benjaminvictoria@gordon.biz,+1-180-978-8754,"53537 Goodman Crescent Apt. 765, West Annland, MN 86134",5,Despite Peace,Electronics,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,5,Warehouse A,442,2,51.38,2025-10-04,Delivered,442
1690,287,154,Dennis Williamson,Female,brandi71@harrison.biz,+1-366-941-1800x53759,"USS Smith, FPO AP 81720",271,Theory Room,Toys,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,271,Store 2,45,4,351.37,2025-06-25,Delivered,45
1691,626,309,Ariel Ward,Male,hamiltonmelanie@yahoo.com,167.045.0232,"227 Bruce Unions, Port Jodi, MN 81445",76,Only As,Grocery,5,"Baker, Richards and Hurst",(532)871-0122x6916,dcarlson@king.com,76,Store 1,294,1,404.97,2025-08-04,Delivered,294
1692,414,378,Joyce Mitchell MD,Female,agallegos@sloan-lynch.com,937-440-3946x40830,"60601 Nichols Plains Suite 084, South Vanessaborough, TN 72899",229,Cold Himself,Grocery,42,Hall-Rowe,5766270289,molly71@lozano.com,229,Store 1,232,3,226.85,2025-10-12,Delivered,232
1693,660,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",106,Explain Scientist,Garden,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,106,Store 1,495,3,135.91,2025-08-30,Delivered,495
1694,558,156,Michael Graham,Other,alexandervanessa@hotmail.com,771.215.1342x2849,"089 Robert Club, Port Tyler, MA 03903",227,Left Leg,Beauty,47,"Anderson, Browning and Murphy",(232)858-8424x74517,taylortammy@ramsey.net,227,Warehouse B,46,3,246.85,2025-11-11,Delivered,46
1695,354,295,Jennifer Barnes,Other,montgomerydillon@gordon.biz,5932971509,"832 Wood Well Apt. 273, Davidland, AK 27633",208,Quite Treat,Toys,50,Sampson-Foley,585-064-3171,darleneharper@williams.com,208,Store 1,307,2,425.9,2025-07-10,Delivered,307
1696,203,112,Henry Cook,Male,beltrankatelyn@bradley-davis.info,747-733-2945,"7701 Rodriguez Neck Suite 245, New Dakota, VT 14523",155,After Machine,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,155,Warehouse B,141,1,338.03,2025-05-29,Shipped,141
1697,87,363,Steven Knight,Other,morganclaudia@mitchell-allen.com,+1-994-853-2089x532,"89021 Pacheco Crossing Apt. 363, South Chelsea, HI 29381",19,Strategy Story,Home,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,19,Store 2,119,2,193.16,2025-10-06,Shipped,119
1698,551,104,Alexander Chavez,Female,udavis@wong.com,175-186-8926,"59222 Kayla Center, Parkermouth, SC 24185",172,Force Skill,Grocery,18,Pham-Shields,421.607.3375,lori33@keller.com,172,Store 1,372,2,43.35,2025-06-18,Delivered,372
1699,400,290,Edward Butler,Female,kenneth09@gmail.com,(086)321-8122x764,"938 Williams Islands Suite 029, South Williamland, SC 98708",65,Show Beyond,Toys,16,Walters LLC,0524278680,jonesnicole@gardner.org,65,Warehouse B,346,1,336.14,2025-05-22,Delivered,346
1700,533,210,Catherine Andersen,Female,joshua68@hotmail.com,414.651.1131,"48706 Timothy Passage, South Alexanderborough, WA 01456",277,Popular Feel,Toys,44,Williams Inc,556-238-6922x2196,tyleraguilar@murray.info,277,Store 1,381,1,290.24,2025-05-21,Shipped,381
1701,291,353,Jenna Ray,Male,perezdawn@gmail.com,001-308-172-1436x438,"00413 Maria Springs, North Jonville, MI 87216",110,Character Others,Electronics,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,110,Store 1,232,1,50.69,2025-06-04,Delivered,232
1702,96,349,Danielle Jensen,Other,harveymercedes@conrad-turner.biz,001-921-053-3651x4604,"2473 Samantha Summit, South Gregville, VA 31277",262,Find Three,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,262,Store 1,441,1,346.24,2025-07-16,Pending,441
1703,566,72,Jennifer Kelley,Female,jason53@whitehead-york.com,(239)431-2908,"1413 Lynn Knolls, Lake Diana, LA 81702",160,Figure Building,Grocery,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,160,Warehouse B,183,1,202.83,2025-06-15,Pending,183
1704,534,178,Jennifer Williamson,Other,michellecobb@hotmail.com,7676991507,"10919 Rebecca Crossroad, Michaelfort, RI 58778",175,Mrs Property,Beauty,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,175,Store 2,433,2,348.51,2025-10-24,Delivered,433
1705,651,374,Samantha Howard,Male,martinkyle@williams.com,9032671494,"421 Obrien Green, Lake Kimberly, CT 65567",82,Yeah Social,Beauty,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,82,Store 1,426,1,136.28,2025-07-22,Delivered,426
1706,24,394,Robert Johnson,Female,katherinemorton@hotmail.com,137-178-5090,"6184 Green Corner Apt. 998, Mitchellhaven, WI 10541",15,Contain Break,Home,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,15,Store 1,233,3,278.26,2025-08-27,Delivered,233
1707,553,85,Chad Barry,Other,jevans@hotmail.com,6120347175,"845 Robert Keys Apt. 998, Port Justin, TX 67405",133,Bring Federal,Beauty,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,133,Store 2,315,1,341.36,2025-09-07,Delivered,315
1708,248,236,Christopher Armstrong,Male,angelamyers@hotmail.com,+1-609-626-2658x2631,"196 Hood Estate, Jamesland, NE 02013",156,Will Bank,Clothing,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,156,Store 1,66,1,77.94,2025-06-27,Delivered,66
1709,433,168,Melissa Gould PhD,Other,drewmartinez@hotmail.com,288.137.7028x519,"59408 David Inlet, Kevinfort, WY 19227",259,Space Mention,Clothing,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,259,Warehouse A,441,6,136.0,2025-10-10,Pending,441
1710,114,294,Becky Foster,Male,duncangregory@wang.biz,+1-653-694-5515,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",31,Do Young,Grocery,42,Hall-Rowe,5766270289,molly71@lozano.com,31,Store 2,38,3,75.72,2025-11-04,Delivered,38
1711,382,179,Chad Williams,Male,breanna85@silva-weaver.com,(749)545-0892,"5333 Matthew Shores, Nealmouth, UT 43904",133,Bring Federal,Beauty,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,133,Store 2,315,1,341.36,2025-08-13,Delivered,315
1712,643,38,Greg Martinez,Female,timperez@gmail.com,001-115-542-6221x8909,"3269 Heath Corners Apt. 219, Bellchester, WY 18828",260,Dark Draw,Garden,6,"Dyer, Potter and Mack",146-270-4828x14893,nathanielmartin@sellers.com,260,Warehouse A,223,1,123.73,2025-08-10,Shipped,223
1713,363,50,Nicholas Costa,Other,wmacias@hotmail.com,(179)327-1040x5411,"18159 Bush Meadows Apt. 962, North Markborough, UT 73129",64,Inside Just,Sports,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,64,Store 1,461,4,40.07,2025-09-04,Delivered,461
1714,49,226,Jennifer Brown,Male,lynndaugherty@hotmail.com,775-662-0563,"59503 Martin Coves, East Carlaport, OH 26941",64,Inside Just,Sports,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,64,Store 1,461,3,40.07,2025-08-29,Delivered,461
1715,460,189,Jeanne Colon,Other,nwright@reynolds.org,603-248-4137,"1185 Hayes Glen, New Bradley, CA 84238",153,Training Site,Garden,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,153,Warehouse B,168,1,331.13,2025-07-30,Shipped,168
1716,587,366,Ann Moon,Female,wrightalicia@chavez-carter.biz,236-428-1319x092,"2303 Carlos Courts Suite 281, Transtad, HI 20518",3,Authority Themselves,Home,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,3,Warehouse B,196,1,339.97,2025-08-14,Delivered,196
1717,465,110,Susan Wallace,Male,jstein@peterson.net,521-823-0768x1040,"7018 Johnson Trace, Danielleborough, ID 25738",174,Concern Ball,Home,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,174,Store 2,31,3,73.5,2025-10-22,Delivered,31
1718,242,284,Dustin Ramirez,Male,mperez@yahoo.com,244.741.7595,"209 Moore Port Apt. 654, West Holly, OH 97904",298,Because Source,Garden,42,Hall-Rowe,5766270289,molly71@lozano.com,298,Warehouse A,180,3,251.7,2025-10-11,Delivered,180
1719,580,318,Rebecca Daniel,Male,loretta55@gmail.com,705-742-3885x652,"5983 Poole Courts, Lake Richardfort, HI 99665",274,Animal Item,Sports,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,274,Store 2,301,4,303.84,2025-10-19,Shipped,301
1720,610,175,Rhonda Walker,Male,benjamin79@gmail.com,3614987283,"92124 Nicole Stream, Jamestown, TX 70354",120,Standard Year,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,120,Store 1,465,2,180.07,2025-06-29,Delivered,465
